NMec = 98491
T = 35
P = 7
Profits not ignored
Solution time = 4.542e+01
Best Profit = 47142
Terminal Cases = 3917099806
Task date  Profit    P
  0   13    1207     0   
  0   49    3969     -1  
  2   7     675      1   
  2   33    7408     2   
  3   18    3995     3   
  3   19    2111     4   
  4   9     777      5   
  8   21    2552     1   
  9   30    3039     6   
  10  22    2004     -1  
  10  24    1358     -1  
  11  25    1997     -1  
  11  30    1238     -1  
  12  46    5850     5   
  14  43    2827     -1  
  16  21    1608     0   
  16  29    1392     -1  
  16  34    1919     -1  
  17  31    2626     -1  
  17  37    3401     -1  
  18  22    1112     -1  
  23  30    805      -1  
  23  37    2692     0   
  23  44    1481     -1  
  24  46    3852     1   
  26  42    2684     3   
  30  36    1865     4   
  30  39    1460     -1  
  30  40    1801     -1  
  31  41    1898     6   
  34  38    1231     2   
  37  49    1722     4   
  38  40    415      -1  
  38  42    598      0   
  40  49    1378     2   
End
