NMec = 98491
T = 14
P = 8
Profits not ignored
Solution time = 1.864e-04
Best Profit = 26320
Terminal Cases = 15473
Task date  Profit    P
  0   8     782      0   
  0   24    2489     1   
  2   21    2999     2   
  2   24    5251     3   
  5   13    1979     4   
  5   14    1061     -1  
  6   17    3134     5   
  6   25    2852     6   
  8   23    1076     -1  
  8   28    2490     7   
  9   17    1388     -1  
  12  27    2050     0   
  14  27    2294     4   
  16  23    1279     -1  
End
