NMec = 98491
T = 21
P = 1
Profits not ignored
Solution time = 2.222e-04
Best Profit = 32742
Terminal Cases = 21274
Task date  Profit    P
  0   4     772      0   
  2   15    2929     -1  
  2   18    3030     -1  
  6   119   20204    0   
  22  28    1879     -1  
  43  61    3869     -1  
  47  54    1353     -1  
  56  63    1128     -1  
  65  87    3372     -1  
  101 120   2294     -1  
  111 127   1728     -1  
  112 113   229      -1  
  123 129   1154     0   
  126 144   2011     -1  
  130 143   1314     -1  
  131 142   2212     0   
  149 166   3079     0   
  160 175   1344     -1  
  173 193   5321     0   
  177 194   2756     -1  
  189 206   1711     -1  
End
