NMec = 98491
T = 17
P = 1
Profits not ignored
Solution time = 2.164e-05
Best Profit = 19491
Terminal Cases = 1352
Task date  Profit    P
  0   150   15781    -1  
  0   167   18917    -1  
  13  27    3227     0   
  30  33    489      -1  
  31  43    1866     0   
  38  40    449      -1  
  47  68    4217     -1  
  48  137   11828    0   
  74  90    1756     -1  
  81  104   2092     -1  
  105 119   1180     -1  
  113 125   1018     -1  
  118 132   2860     -1  
  125 141   2630     -1  
  137 144   1190     -1  
  143 162   2570     0   
  144 159   1562     -1  
End
