NMec = 98491
T = 33
P = 7
Profits not ignored
Solution time = 3.072e+01
Best Profit = 42608
Terminal Cases = 3118308272
Task date  Profit    P
  0   4     649      0   
  1   17    4227     1   
  3   12    1626     2   
  3   14    1388     3   
  3   22    1311     -1  
  4   12    985      -1  
  4   16    1826     4   
  4   18    3029     5   
  5   13    794      -1  
  7   11    620      0   
  7   20    1994     -1  
  8   31    1873     -1  
  10  29    4466     6   
  11  13    645      -1  
  12  23    3284     0   
  12  45    2433     -1  
  13  25    1120     -1  
  15  24    1934     2   
  16  18    268      -1  
  16  34    1921     3   
  17  19    432      4   
  17  28    1641     -1  
  20  22    506      1   
  20  32    1591     4   
  22  46    2323     5   
  23  28    402      -1  
  24  40    1641     0   
  25  36    2881     1   
  26  27    216      -1  
  27  44    4381     2   
  34  45    2946     4   
  41  43    234      0   
  41  47    703      1   
End
