NMec = 98491
T = 17
P = 7
Profits not ignored
Solution time = 1.134e-03
Best Profit = 21894
Terminal Cases = 86160
Task date  Profit    P
  0   2     663      0   
  1   22    3581     1   
  2   16    1542     -1  
  2   24    1729     -1  
  3   11    924      -1  
  5   10    461      0   
  5   28    2373     2   
  6   20    2212     3   
  7   23    3822     4   
  8   13    1511     5   
  8   19    2655     6   
  8   23    1343     -1  
  11  16    1434     -1  
  11  25    2880     0   
  13  28    1196     -1  
  15  17    193      -1  
  16  29    1736     5   
End
