NMec = 98491
T = 38
P = 3
Profits not ignored
Solution time = 3.358e+01
Best Profit = 58028
Terminal Cases = 3543226360
Task date  Profit    P
  0   125   18431    0   
  1   10    2635     1   
  4   13    1540     2   
  6   13    730      -1  
  11  38    3905     -1  
  16  119   12276    -1  
  18  21    596      1   
  19  28    2581     2   
  25  32    1323     -1  
  25  50    6574     1   
  28  48    1745     -1  
  32  53    2399     -1  
  35  60    4827     2   
  41  53    2309     -1  
  42  51    2107     -1  
  49  59    1231     -1  
  55  60    781      1   
  59  80    4088     -1  
  59  114   7487     -1  
  61  73    1819     1   
  64  89    5784     2   
  69  89    1723     -1  
  72  84    1969     -1  
  73  92    3061     -1  
  75  90    3587     1   
  78  87    2339     -1  
  78  92    1403     -1  
  84  99    2408     -1  
  87  92    902      -1  
  93  97    819      1   
  95  97    336      2   
  99  111   2769     1   
  102 107   661      -1  
  104 120   2345     -1  
  105 112   1732     -1  
  106 124   2807     2   
  113 116   425      -1  
  116 124   2142     1   
End
