NMec = 98491
T = 36
P = 6
Profits not ignored
Solution time = 1.104e+02
Best Profit = 50390
Terminal Cases = 11444628629
Task date  Profit    P
  0   12    2150     0   
  1   13    2359     1   
  1   24    3017     -1  
  3   13    1711     -1  
  5   19    3330     2   
  6   24    4304     3   
  6   26    2645     -1  
  7   14    1280     -1  
  8   12    369      -1  
  9   57    9458     4   
  11  22    1058     -1  
  12  36    6216     5   
  13  32    2926     0   
  14  30    2474     -1  
  16  31    1679     -1  
  18  22    1114     -1  
  18  31    3559     1   
  19  58    5228     -1  
  22  38    2899     2   
  22  40    2261     -1  
  24  28    693      -1  
  24  36    2365     -1  
  31  47    2157     3   
  32  39    705      -1  
  32  41    2176     1   
  35  46    2289     0   
  36  40    1011     -1  
  36  44    2085     -1  
  37  42    562      -1  
  37  45    805      5   
  41  53    1293     2   
  47  54    1559     0   
  49  56    713      1   
  50  52    333      -1  
  50  55    696      3   
  51  59    1501     5   
End
