NMec = 98491
T = 40
P = 8
Profits not ignored
Solution time = 6.703e+02
Best Profit = 53696
Terminal Cases = 72858165338
Task date  Profit    P
  0   14    3838     0   
  3   14    2573     1   
  3   30    4428     2   
  4   9     910      3   
  4   15    1695     4   
  4   16    1003     5   
  5   47    6218     6   
  7   26    1631     -1  
  7   48    4562     7   
  8   46    3229     -1  
  9   18    767      -1  
  9   34    2381     -1  
  11  35    1967     -1  
  12  35    1994     -1  
  13  22    2261     3   
  15  25    2392     0   
  15  37    3418     -1  
  16  25    1997     1   
  17  31    1893     -1  
  17  34    2171     -1  
  18  32    1318     -1  
  18  38    1299     -1  
  19  23    447      -1  
  19  35    1347     -1  
  20  31    1736     -1  
  21  29    1210     -1  
  21  37    4694     4   
  22  34    3056     5   
  25  33    1378     3   
  26  30    570      -1  
  27  47    3653     0   
  28  40    1218     -1  
  29  46    2285     1   
  32  35    321      -1  
  32  45    1769     2   
  34  47    2053     3   
  35  39    855      -1  
  35  41    1323     -1  
  37  45    1355     5   
  38  48    1576     4   
End
