NMec = 98491
T = 38
P = 4
Profits not ignored
Solution time = 3.293e+01
Best Profit = 45679
Terminal Cases = 3637888480
Task date  Profit    P
  2   12    1355     0   
  2   20    1941     -1  
  3   13    1018     -1  
  4   13    2061     1   
  8   16    1596     -1  
  8   28    6104     2   
  9   19    2762     3   
  9   33    3254     -1  
  9   73    8138     -1  
  10  68    4458     -1  
  13  27    1520     -1  
  14  31    3599     0   
  16  27    1761     -1  
  16  38    4693     1   
  17  33    1649     -1  
  18  38    3901     -1  
  20  25    915      -1  
  25  37    1788     -1  
  25  40    3197     3   
  28  51    3373     -1  
  32  45    1688     0   
  33  38    891      2   
  40  51    1661     -1  
  41  60    1852     -1  
  41  67    2977     1   
  42  56    1853     -1  
  42  62    4238     2   
  43  86    2773     3   
  44  50    738      -1  
  47  63    1519     0   
  50  57    1312     -1  
  55  57    301      -1  
  63  71    1053     2   
  66  75    2378     0   
  70  80    831      1   
  80  87    1549     0   
  83  92    1118     1   
  87  93    893      2   
End
