NMec = 98491
T = 14
P = 5
Profits not ignored
Solution time = 1.065e-04
Best Profit = 20609
Terminal Cases = 6288
Task date  Profit    P
  0   23    4717     0   
  1   13    3051     1   
  2   17    2311     -1  
  4   17    2087     -1  
  6   23    3312     2   
  7   14    2175     3   
  7   28    4439     4   
  8   11    589      -1  
  8   23    2930     -1  
  8   29    2159     -1  
  10  26    2926     -1  
  15  26    1243     1   
  17  26    1672     3   
  17  29    1111     -1  
End
