NMec = 98491
T = 33
P = 8
Profits not ignored
Solution time = 1.818e+01
Best Profit = 54357
Terminal Cases = 1530259440
Task date  Profit    P
  0   19    2691     0   
  1   4     611      1   
  1   38    3878     -1  
  1   41    8470     2   
  2   11    2117     3   
  2   39    4522     -1  
  4   19    1753     -1  
  5   20    1662     -1  
  5   41    7570     1   
  6   21    1512     -1  
  7   14    1697     4   
  7   31    5730     5   
  9   28    4137     6   
  10  12    322      7   
  12  17    1348     -1  
  12  38    4935     3   
  13  21    1844     -1  
  13  26    928      -1  
  14  35    5799     7   
  15  27    2140     -1  
  16  27    1526     -1  
  17  18    199      -1  
  17  23    1860     4   
  19  35    2940     -1  
  20  36    3550     0   
  21  27    1208     -1  
  21  32    1311     -1  
  23  37    2715     -1  
  25  41    3363     4   
  26  32    1323     -1  
  27  30    788      -1  
  31  35    904      -1  
  31  40    1505     6   
End
