NMec = 98491
T = 23
P = 7
Profits not ignored
Solution time = 3.029e-02
Best Profit = 28561
Terminal Cases = 3073213
Task date  Profit    P
  1   21    2115     -1  
  1   25    2879     -1  
  2   23    2056     -1  
  3   12    1096     0   
  4   11    547      -1  
  4   13    1648     1   
  4   22    3994     2   
  5   13    1340     3   
  5   19    1171     -1  
  6   15    560      -1  
  8   24    4306     4   
  8   29    5272     5   
  9   12    755      -1  
  9   27    3287     6   
  13  30    1999     0   
  14  30    3426     1   
  15  21    1615     -1  
  18  28    1269     -1  
  18  29    1674     3   
  19  29    1474     -1  
  20  28    821      -1  
  20  29    1293     -1  
  25  28    519      2   
End
