NMec = 98491
T = 29
P = 3
Profits not ignored
Solution time = 5.363e-02
Best Profit = 42151
Terminal Cases = 6378339
Task date  Profit    P
  0   17    4032     0   
  2   45    6131     1   
  4   96    15667    2   
  8   16    910      -1  
  8   18    711      -1  
  8   25    1431     -1  
  12  31    2568     -1  
  15  18    847      -1  
  19  32    2455     -1  
  20  33    2581     0   
  20  94    6972     -1  
  22  49    4923     -1  
  27  79    7163     -1  
  36  58    2129     -1  
  37  48    1047     -1  
  39  43    819      -1  
  40  51    842      -1  
  43  62    3144     0   
  51  76    3146     -1  
  53  70    2442     1   
  53  73    2967     -1  
  60  73    1345     -1  
  62  69    1782     -1  
  64  81    3969     0   
  67  76    902      -1  
  68  81    1913     -1  
  71  81    2799     1   
  81  94    1418     -1  
  84  95    1386     0   
End
